TransactionID|TransactionDate|AccountNumber|CustomerName|TransactionType|Merchant|Category|Amount|Currency|BalanceAfter|PaymentMethod|Status
TXN100232|2025-06-16|ACCT56243|Emily Johnson|D|Amazon|Dining|2556.89|USD|19953.92|Zelle|Reversed
TXN100233|2025-02-13|ACCT43828|David Wilson|C|Apple|Electronics|2917.57|USD|1678.55|Debit Card|Completed
TXN100234|2025-12-04|ACCT70222|Michael Brown|C|Apple|Dining|855.32|USD|2917.59|Credit Card|Completed
TXN100235|2025-08-31|ACCT17310|Jessica Davis|C|Walmart|Fuel|859.33|USD|2972.42|Wire|Pending
TXN100236|2025-05-12|ACCT38813|David Wilson|C|Walmart|Dining|3847.71|USD|5616.29|Credit Card|Reversed
TXN100237|2026-01-25|ACCT50771|Michael Brown|C|Apple|Dining|3744.77|USD|11325.69|Zelle|Reversed
TXN100238|2025-04-02|ACCT12920|Emily Johnson|D|Costco|Fuel|3353.9|USD|16904.08|Debit Card|Completed
TXN100239|2025-10-30|ACCT41912|David Wilson|C|Target|Electronics|627.84|USD|12185.57|Debit Card|Failed
TXN100240|2025-08-21|ACCT41677|Sarah Miller|D|Walmart|Dining|2744.57|USD|10446.74|Debit Card|Reversed
TXN100241|2025-07-11|ACCT58010|Emily Johnson|D|Apple|Bills|3583.85|USD|13672.01|ACH|Completed
TXN100242|2025-10-08|ACCT63777|Sarah Miller|C|Amazon|Groceries|2051.99|USD|8007.33|Zelle|Pending
TXN100243|2025-03-09|ACCT34562|John Smith|D|Shell|Electronics|872.89|USD|15898.79|ACH|Failed
TXN100244|2025-05-24|ACCT84850|Emily Johnson|D|Apple|Fuel|145.93|USD|12396.45|Zelle|Completed
TXN100245|2025-07-27|ACCT40220|John Smith|C|Starbucks|Bills|4800.43|USD|9831.58|Credit Card|Reversed
TXN100246|2025-05-07|ACCT37859|David Wilson|D|Apple|Fuel|3629.03|USD|6785.18|Zelle|Completed
TXN100247|2025-05-12|ACCT65782|Emily Johnson|D|Amazon|Retail|2450.01|USD|13071.88|Wire|Failed
TXN100248|2025-09-06|ACCT88325|Emily Johnson|D|Starbucks|Dining|697.86|USD|14934.93|ACH|Pending
TXN100249|2025-04-29|ACCT23169|David Wilson|D|Starbucks|Groceries|2643.17|USD|4010.98|Wire|Completed
TXN100250|2025-02-30|ACCT85751|David Wilson|D|Target|Retail|2584.18|USD|16189.11|Debit Card|Reversed
TXN100251|2025-04-08|ACCT93059|John Smith|C|Walmart|Electronics|1837.38|USD|1867.67|Debit Card|Pending
TXN100252|2025-08-11|ACCT80153|Emily Johnson|D|Costco|Retail|3974.66|USD|13060.44|Credit Card|Reversed
TXN100253|2026-01-13|ACCT89025|Michael Brown|D|Amazon|Bills|2367.35|USD|12909.25|ACH|Completed
TXN100254|2026-01-13|ACCT87728|David Wilson|D|Target|Retail|3308.22|USD|6483.87|Wire|Completed
TXN100255|2025-12-04|ACCT69982|Sarah Miller|D|Walmart|Bills|-459.17|USD|8033.79|Credit Card|Completed
TXN100256|2026-01-26|ACCT83408|Emily Johnson|C|Shell|Groceries|2153.27|USD|13697.55|Zelle|Completed
TXN100257|2025-04-05|ACCT37156|John Smith|D|Amazon|Dining|1257.12|USD|2304.31|Wire|Failed
TXN100258|2025-04-27|ACCT24248|David Wilson|D|Apple|Bills|1779.3|USD|9208.01|Wire|Failed
TXN100259|2025-12-22|ACCT49700|David Wilson|D|Target|Dining|-15.6|USD|4718.79|Debit Card|Completed
TXN100260|2025-09-02|ACCT17036|Michael Brown|C|Apple|Retail|3858.69|USD|10331.33|ACH|Completed
TXN100261|2025-03-15|ACCT45747|Emily Johnson|D|Amazon|Groceries|4454.16|USD|19305.12|Credit Card|Failed
TXN100262|2025-01-10|ACCT32954|Michael Brown|D|Starbucks|Dining|3700.47|USD|18431.26|Zelle|Completed
TXN100263|2025-01-09|ACCT44543|Emily Johnson|C|Starbucks|Dining|1595.63|USD|17117.07|Zelle|Completed
TXN100264|2025-01-31|ACCT70123|Sarah Miller|D|Amazon|Electronics|64.38|USD|14010.91|Debit Card|Completed
TXN100265|2025-05-25|ACCT84864|Emily Johnson|C|Starbucks|Bills|2864.55|USD|4877.68|Zelle|Pending
TXN100266|2025-11-23|ACCT71363|Jessica Davis|C|Costco|Bills|1006.39|USD|6489.74|Credit Card|Failed
TXN100267|2025-10-14|ACCT73221|John Smith|D|Target|Dining|2651.23|USD|2964.61|Debit Card|Completed
TXN100268|2025-04-04|ACCT21932|Emily Johnson|C|Shell|Dining|2326.55|USD|18947.75|Zelle|Reversed
TXN100269|2025-09-13|ACCT77459|Michael Brown|D|Starbucks|Retail|3383.03|USD|5356.2|Zelle|Pending
TXN100270|2025-04-06|ACCT12436|David Wilson|C|Walmart|Bills|4060.94|USD|3719.1|Debit Card|Pending
TXN100271|2025-02-10|ACCT18056|Emily Johnson|D|Shell|Retail|2649.72|USD|14515.63|Wire|Failed
TXN100272|2025-03-23|ACCT37079|David Wilson|D|Target|Dining|3307.39|USD|5315.47|ACH|Failed
TXN100273|2025-03-31|ACCT97878|Jessica Davis|C|Amazon|Fuel|4383.14|USD|8823.04|Zelle|Reversed
TXN100274|2025-05-09|ACCT99608|David Wilson|C|Starbucks|Dining|4065.34|USD|18650.84|Debit Card|Reversed
TXN100275|2025-03-19|ACCT54674|Emily Johnson|D|Starbucks|Electronics|1054.62|USD|19463.84|Credit Card|Failed
TXN100276|2025-11-07|ACCT97296|David Wilson|C|Apple|Dining|2563.5|USD|14389.11|ACH|Pending
TXN100277|2025-08-29|ACCT23884|David Wilson|D|Target|Electronics|2789.45|USD|4650.32|Debit Card|Reversed
TXN100278|2025-05-04|ACCT74396|Emily Johnson|D|Amazon|Groceries|4325.54|USD|1895.56|Credit Card|Failed
TXN100279|2025-06-17|ACCT60995|Emily Johnson|C|Shell|Electronics|1600.0|USD|1186.39|Debit Card|Pending
TXN100280|2025-03-09|ACCT99590|Jessica Davis|C|Shell|Electronics|3222.14|USD|9806.67|Wire|Reversed
TXN100281|2025-08-11|ACCT86502|Sarah Miller|D|Target|Retail|4916.36|USD|15189.91|Zelle|Failed
TXN100282|2025-02-08|ACCT59850|Michael Brown|D|Amazon|Fuel|26.39|USD|11410.01|Wire|Reversed
TXN100283|2025-09-26|ACCT22840|Sarah Miller|C|Starbucks|Dining|1023.67|USD|8684.2|ACH|Failed
TXN100284|2025-06-01|ACCT21913|Emily Johnson|D|Shell|Dining|2065.06|USD|19325.64|ACH|Reversed
TXN100285|2025-03-29|ACCT12404|Sarah Miller|C|Target|Groceries|2857.54|USD|2148.63|Debit Card|Pending
TXN100286|2025-01-01|ACCT76402|Emily Johnson|C|Target|Fuel|1302.31|USD|6296.42|Debit Card|Completed
TXN100287|2025-03-13|ACCT90668|Emily Johnson|D|Starbucks|Dining|4194.0|USD|19429.23|Debit Card|Reversed
TXN100288|2025-01-06|ACCT78743|Michael Brown|D|Starbucks|Dining|2875.08|USD|7705.99|Zelle|Pending
TXN100289|2026-01-14|ACCT87746|Michael Brown|D|Target|Fuel|4140.63|USD|9062.88|Debit Card|Reversed
TXN100290|2025-07-30|ACCT72153|John Smith|D|Shell|Fuel|1522.78|USD|15481.57|Wire|Failed
TXN100291|2025-10-26|ACCT79928|Sarah Miller|D|Target|Dining|3973.98|USD|4404.29|Debit Card|Completed
TXN100292|2026-01-01|ACCT78587|Michael Brown|C|Starbucks|Dining|-57.49|USD|11979.73|Credit Card|Failed
TXN100293|2025-11-25|ACCT51750|Jessica Davis|C|Starbucks|Groceries|751.9|USD|9567.33|Credit Card|Completed
TXN100294|2025-01-23|ACCT49110|Emily Johnson|C|Apple|Fuel|2285.47|USD|10793.42|Debit Card|Reversed
TXN100295|2025-06-23|ACCT39893|Michael Brown|D|Shell|Groceries|3495.43|USD|2963.73|Credit Card|Failed
TXN100296|2025-06-13|ACCT30764|John Smith|C|Target|Retail|4854.55|USD|5084.21|Zelle|Reversed
TXN100297|2025-11-17|ACCT57920|Sarah Miller|D|Shell|Groceries|2675.18|USD|16140.04|Debit Card|Failed
TXN100298|2025-02-13|ACCT71512|Jessica Davis|D|Walmart|Retail|247.93|USD|13216.99|Zelle|Reversed
TXN100299|2025-09-02|ACCT55083|Jessica Davis|C|Walmart|Groceries|3955.69|USD|6588.88|Zelle|Failed
TXN100300|2025-01-14|ACCT38383|Jessica Davis|C|Amazon|Dining|0|USD|3068.26|Credit Card|Failed
TXN100301|2025-10-07|ACCT62269|David Wilson|D|Shell|Bills|2316.45|USD|11744.99|Debit Card|Failed
TXN100302|2025-02-06|ACCT43231|Emily Johnson|C|Target|Electronics|18.07|USD|8929.77|Wire|Completed
TXN100303|2025-07-07|ACCT61268|Sarah Miller|D|Costco|Dining|3265.3|USD|1233.16|Debit Card|Reversed
TXN100304|2025-08-14|ACCT10622|John Smith|C|Apple|Electronics|4414.39|USD|1567.01|Wire|Completed
TXN100305|2025-09-18|ACCT75768|David Wilson|C|Amazon|Bills|2793.37|USD|11303.77|Debit Card|Pending
TXN100306|2025-01-22|ACCT76590|Emily Johnson|C|Amazon|Bills|541.46|USD|10418.95|Credit Card|Reversed
TXN100307|2025-08-14|ACCT38533|John Smith|D|Shell|Groceries|2235.82|USD|19610.88|Credit Card|Completed
TXN100308|2025-11-15|ACCT93114|Emily Johnson|C|Starbucks|Electronics|4428.88|USD|16454.3|Debit Card|Pending
TXN100309|2025-06-25|ACCT45069|Emily Johnson|C|Walmart|Dining|4321.13|USD|11669.34|Zelle|Reversed
TXN100310|2025-12-23|ACCT52411|Emily Johnson|C|Amazon|Electronics|1970.95|USD|9125.45|Debit Card|Pending
TXN100311|2026-01-01|ACCT43194|Jessica Davis|C|Costco|Dining|3416.67|USD|8166.19|Debit Card|Completed
TXN100312|2025-07-25|ACCT60206|David Wilson|C|Amazon|Groceries|3534.19|USD|12711.57|Debit Card|Failed
TXN100313|2025-07-11|ACCT87279|Jessica Davis|C|Target|Groceries|2395.05|USD|19247.82|Zelle|Pending
TXN100314|2025-09-27|ACCT91316|Jessica Davis|C|Amazon|Dining|732.03|USD|1184.68|Credit Card|Completed
TXN100315|2025-09-03|ACCT83314|Jessica Davis|D|Amazon|Groceries|2633.91|USD|11814.94|Credit Card|Completed
TXN100316|2025-04-01|ACCT41945|Michael Brown|C|Apple|Retail|566.86|USD|14694.04|Zelle|Completed
TXN100317|2025-04-23|ACCT70472|Michael Brown|D|Apple|Retail|2142.43|USD|1930.94|Credit Card|Completed
TXN100318|2025-04-08|ACCT60426|Jessica Davis|C|Amazon|Retail|4955.78|USD|9714.9|Credit Card|Pending
TXN100319|2026-02-05|ACCT75316|Sarah Miller|C|Starbucks|Dining|804.98|USD|13284.2|ACH|Completed
TXN100320|2025-10-16|ACCT24896|David Wilson|D|Apple|Groceries|4084.99|USD|4617.67|Credit Card|Pending
TXN100321|2025-02-03|ACCT35836|David Wilson|C|Costco|Electronics|4535.66|USD|15899.22|Debit Card|Completed
TXN100322|2025-01-15|ACCT77981|Sarah Miller|D|Costco|Groceries|500.94|USD|4683.67|Wire|Pending
TXN100323|2025-01-27|ACCT70242|Sarah Miller|C|Shell|Bills|914.87|USD|6725.24|Wire|Completed
TXN100324|2025-04-29|ACCT87108|Sarah Miller|C|Target|Retail|83.51|USD|18415.47|Credit Card|Failed
TXN100325|2025-12-07|ACCT32935|Michael Brown|C|Target|Fuel|2682.21|USD|10822.42|Zelle|Failed
TXN100326|2025-05-22|ACCT51477|Jessica Davis|C|Amazon|Dining|4720.77|USD|17550.42|Wire|Completed
TXN100327|2025-01-01|ACCT39670|Emily Johnson|C|Target|Electronics|2520.31|USD|13029.65|ACH|Reversed
TXN100328|2025-09-22|ACCT92971|Sarah Miller|D|Target|Groceries|2342.24|USD|5551.41|Zelle|Pending
TXN100329|2025-07-25|ACCT39389|John Smith|C|Costco|Bills|-387.11|USD|18155.96|ACH|Failed
TXN100330|2025-12-12|ACCT14935|Emily Johnson|C|Amazon|Dining|2974.28|USD|19634.2|ACH|Completed
TXN100331|2025-10-20|ACCT78393|Sarah Miller|D|Target|Bills|3666.39|USD|17975.78|Credit Card|Completed
TXN100332|2025-05-13|ACCT94886|David Wilson|C|Costco|Bills|-308.1|USD|16867.55|Zelle|Pending
TXN100333|2025-08-28|ACCT93953|John Smith|C|Walmart|Fuel|4579.85|USD|10521.93|Zelle|Completed
TXN100334|2025-04-30|ACCT28930|Michael Brown|D|Costco|Groceries|4202.98|USD|12588.24|Zelle|Reversed
TXN100335|2025-11-16|ACCT29735|John Smith|C|Target|Groceries|-50.43|USD|7350.36|Debit Card|Completed
TXN100336|2025-09-28|ACCT23219|Sarah Miller|C|Walmart|Bills|2101.01|USD|8065.47|Zelle|Failed
TXN100337|2025-01-30|ACCT64043|Jessica Davis|D|Shell|Retail|2073.33|USD|2724.27|ACH|Reversed
TXN100338|2025-07-24|ACCT32118|David Wilson|D|Shell|Groceries|-127.18|USD|15690.81|ACH|Completed
TXN100339|2025-02-02|ACCT91670|Sarah Miller|D|Amazon|Retail|1501.45|USD|16477.15|ACH|Reversed
TXN100340|2025-11-07|ACCT39573|David Wilson|D|Shell|Bills|479.06|USD|4775.59|Credit Card|Failed
TXN100341|2025-06-01|ACCT94914|John Smith|D|Shell|Groceries|3943.55|USD|14385.53|ACH|Failed
TXN100342|2025-07-01|ACCT77381|John Smith|C|Target|Retail|2200.83|USD|1959.83|Zelle|Reversed
TXN100343|2025-03-05|ACCT62404|Emily Johnson|D|Costco|Bills|687.12|USD|5251.91|Wire|Failed
TXN100344|2025-04-07|ACCT76862|Sarah Miller|C|Walmart|Fuel|1003.79|USD|17535.75|Debit Card|Failed
TXN100345|2026-01-03|ACCT65309|Sarah Miller|C|Target|Fuel|711.34|USD|5850.26|Credit Card|Completed
TXN100346|2025-08-19|ACCT82500|Jessica Davis|D|Costco|Retail|739.48|USD|16698.42|ACH|Completed
TXN100347|2025-11-25|ACCT37629|John Smith|D|Shell|Bills|-22.74|USD|5388.26|Debit Card|Failed
TXN100348|2025-11-23|ACCT45208|Michael Brown|C|Apple|Dining|4201.46|USD|3012.4|ACH|Pending
TXN100349|2025-02-02|ACCT37924|Emily Johnson|D|Amazon|Dining|4133.08|USD|16856.12|Debit Card|Reversed
TXN100350|2025-08-14|ACCT65949|John Smith|D|Starbucks|Retail|2081.15|USD|11672.48|Debit Card|Failed
TXN100351|2025-05-12|ACCT61155|Jessica Davis|C|Costco|Groceries|2682.26|USD|2864.73|Credit Card|Completed
TXN100352|2025-06-24|ACCT31811|Emily Johnson|C|Apple|Fuel|1333.92|USD|16498.36|Credit Card|Reversed
TXN100353|2025-10-16|ACCT27621|Michael Brown|C|Apple|Dining|4632.46|USD|11869.12|Debit Card|Completed
TXN100354|2025-12-10|ACCT57974|John Smith|C|Apple|Bills|1293.27|USD|10289.31|Wire|Failed
TXN100355|2025-12-11|ACCT88181|John Smith|C|Apple|Bills|4493.09|USD|11693.22|Zelle|Pending
TXN100356|2025-05-12|ACCT86178|Jessica Davis|C|Apple|Electronics|1660.68|USD|10648.66|Debit Card|Reversed
TXN100357|2025-10-29|ACCT45282|David Wilson|D|Apple|Electronics|3681.05|USD|4024.67|Credit Card|Pending
TXN100358|2025-06-22|ACCT88910|John Smith|C|Apple|Bills|1735.68|USD|12987.83|Zelle|Pending
TXN100359|2025-08-29|ACCT49973|Jessica Davis|D|Starbucks|Retail|2146.38|USD|15568.18|ACH|Failed
TXN100360|2025-08-11|ACCT15527||C|Costco|Fuel|396.98|USD|9524.64|Zelle|Reversed
TXN100361|2025-06-05|ACCT94674|Michael Brown|C|Amazon|Groceries|-155.2|USD|19596.66|Zelle|Failed
TXN100362|2025-03-01|ACCT36791|Michael Brown|D|Apple|Groceries|4049.02|USD|17922.84|ACH|Reversed
TXN100363|2025-07-20|ACCT26140|David Wilson|D|Starbucks|Fuel|882.9|USD|8540.45|Zelle|Pending
TXN100364|2025-03-24|ACCT63788|Emily Johnson|C|Costco|Groceries|4022.55|USD|12668.5|Zelle|Failed
TXN100365|2025-03-14|ACCT86649|David Wilson|C|Costco|Electronics|4335.38|USD|1619.58|Wire|Reversed
TXN100366|2025-12-08|ACCT85425|David Wilson|D|Shell|Dining|874.77|USD|19230.17|Debit Card|Pending
TXN100367|2025-07-25|ACCT66611|Jessica Davis|C|Shell|Dining|2706.47|USD|9205.57|ACH|Pending
TXN100368|2025-09-27|ACCT37051|Jessica Davis|C|Target|Retail|-421.49|USD|17498.59|Credit Card|Completed
TXN100369|2025-09-11|ACCT36842|David Wilson|C|Walmart|Dining|1007.77|USD|6444.0|Wire|Failed
TXN100370|2025-10-09|ACCT47701|John Smith|D|Shell|Groceries|3582.46|USD|4993.16|Wire|Pending
TXN100371|2025-02-02|ACCT12935|David Wilson|D|Costco|Dining|185.71|USD|15737.42|Credit Card|Pending
TXN100372|2025-11-18|ACCT61874|Sarah Miller|D|Target|Electronics|1052.71|USD|4403.29|ACH|Failed
TXN100373|2025-07-08|ACCT51558|John Smith|D|Target|Electronics|1590.76|USD|2599.03|Zelle|Completed
TXN100374|2025-09-05|ACCT37693|Jessica Davis|C|Shell|Dining|-183.66|USD|4627.77|Zelle|Completed
TXN100375|2025-09-09|ACCT13840|Emily Johnson|D|Target|Retail|4551.86|USD|4983.21|Debit Card|Reversed
TXN100376|2026-01-27|ACCT34187|John Smith|C|Target|Groceries|3860.14|USD|6409.8|Credit Card|Failed
TXN100377|2025-09-27|ACCT48332|Michael Brown|C|Shell|Retail|3707.78|USD|16338.19|ACH|Completed
TXN100378|2025-01-11|ACCT44408|Michael Brown|C|Costco|Retail|2365.1|USD|7463.62|Credit Card|Failed
TXN100379|2025-07-09|ACCT78693|Jessica Davis|C|Walmart|Dining|-425.16|USD|12142.23|Wire|Completed
TXN100380|2025-12-01|ACCT67520|Sarah Miller|D|Amazon|Dining|-162.52|USD|8432.03|Credit Card|Pending
TXN100381|2025-02-18|ACCT48008|Jessica Davis|D|Apple|Electronics|-214.85|USD|4175.16|Wire|Failed
TXN100382|2025-06-03|ACCT56886|Michael Brown|D|Apple|Bills|2545.44|USD|8054.5|ACH|Reversed
TXN100383|2025-01-12|ACCT42354|Emily Johnson|C|Starbucks|Dining|1259.22|USD|10867.06|Zelle|Failed
TXN100384|2025-02-13|ACCT67458|Emily Johnson|C|Shell|Fuel|2136.96|USD|19735.58|Credit Card|Failed
TXN100385|2025-07-05|ACCT19895|David Wilson|C|Starbucks|Bills|3564.23|USD|7068.55|Credit Card|Reversed
TXN100386|2025-09-06|ACCT15584|Sarah Miller|D|Apple|Electronics|3685.74|USD|6177.92|Credit Card|Completed
TXN100387|2025-07-10|ACCT98182|Jessica Davis|D|Amazon|Dining|4981.08|USD|4890.35|Wire|Failed
TXN100388|2025-10-07|ACCT41276|Emily Johnson|D|Apple|Electronics|2503.83|USD|6751.13|Debit Card|Failed
TXN100389|2025-01-17|ACCT81147|Michael Brown|D|Target|Dining|3980.33|USD|14274.41|Credit Card|Pending
TXN100390|2026-01-27|ACCT39076|Jessica Davis|C|Apple|Retail|1412.43|USD|19302.02|Credit Card|Completed
TXN100391|2025-07-08|ACCT25253|John Smith|D|Shell|Groceries|432.2|USD|2448.83|Credit Card|Failed
TXN100392|2025-08-27|ACCT42046|Jessica Davis|C|Walmart|Groceries|-402.94|USD|4177.28|Debit Card|Completed
TXN100393|2025-09-14|ACCT90275|Emily Johnson|C|Target|Bills|1082.38|USD|6474.73|ACH|Completed
TXN100394|2025-08-20|ACCT78861|David Wilson|C|Apple|Fuel|4805.97|USD|18406.82|ACH|Completed
TXN100395|2025-11-07|ACCT34396|David Wilson|D|Walmart|Fuel|2296.64|USD|19905.35|Zelle|Failed
TXN100396|2025-04-22|ACCT43664|David Wilson|C|Costco|Electronics|2059.25|USD|7364.13|Zelle|Pending
TXN100397|2025-09-09|ACCT33465|Michael Brown|D|Apple|Bills|3920.85|USD|12658.41|ACH|Reversed
TXN100398|2025-05-17|ACCT11703|Jessica Davis|C|Starbucks|Fuel|4116.78|USD|10486.81|Zelle|Reversed
TXN100399|2025-01-10|ACCT93608|John Smith|D|Starbucks|Retail|-118.24|USD|11420.43|Credit Card|Pending
TXN100050|2025-01-27|ACCT46141|Sarah Miller|D|Amazon|Bills|587.55|USD|18727.25|Zelle|Reversed
TXN100401|2025-11-08|ACCT98530|Michael Brown|C|Starbucks|Groceries|1763.16|USD|17252.48|Wire|Completed
TXN100402|2025-05-30|ACCT26302|Jessica Davis|D|Apple|Retail|831.86|USD|1102.61|Debit Card|Reversed
TXN100403|2025-03-23|ACCT87182|Michael Brown|C|Target|Groceries|1100.15|USD|17923.85|ACH|Pending
TXN100404|2025-09-18|ACCT77201|Sarah Miller|C|Target|Groceries|1597.3|USD|5307.06|ACH|Failed
TXN100405|2025-04-08|ACCT59438|Sarah Miller|D|Apple|Bills|2516.74|USD|10470.65|Zelle|Reversed
TXN100406|2025-03-11|ACCT33412|Jessica Davis|D|Costco|Bills|568.82|USD|8998.47|Credit Card|Reversed
TXN100407|2025-07-11|ACCT80504|Emily Johnson|D|Shell|Dining|2494.81|USD|11773.33|Credit Card|Reversed
TXN100408|2025-06-01|ACCT13283|Emily Johnson|C|Apple|Dining|2715.02|USD|3927.0|Debit Card|Reversed
TXN100409|2026-01-02|ACCT13622|Jessica Davis|D|Apple|Fuel|3124.25|USD|8933.74|Credit Card|Completed
TXN100410|2025-06-04|ACCT19684|Sarah Miller|D|Starbucks|Retail|1506.23|USD|9025.36|ACH|Completed
TXN100411|2025-12-13|ACCT36590|Michael Brown|D|Target|Fuel|1134.64|USD|15425.41|Credit Card|Reversed
TXN100412|2025-07-05|ACCT41844|Michael Brown|D|Target|Dining|-271.4|USD|9283.0|Wire|Pending
TXN100413|2025-08-31|ACCT33259|John Smith|D|Amazon|Groceries|4738.94|USD|2088.16|Debit Card|Reversed
TXN100414|2025-11-21|ACCT12771|Michael Brown|D|Amazon|Retail|722.47|USD|18233.31|Credit Card|Failed
TXN100415|2025-12-29|ACCT93703|David Wilson|D|Target|Retail|4952.06|USD|9456.9|ACH|Reversed
TXN100416|2025-10-17|ACCT40372|David Wilson|D|Target|Retail|3615.24|USD|9590.9|Debit Card|Completed
TXN100417|2025-10-15|ACCT73338|Emily Johnson|D|Target|Dining|3247.6|USD|7798.6|Wire|Completed
TXN100418|2025-07-15|ACCT85636|John Smith|C|Walmart|Fuel|3344.33|USD|12958.09|Credit Card|Reversed
TXN100419|2025-05-07|ACCT51898|Michael Brown|D|Costco|Groceries|1949.96|USD|19574.47|Debit Card|Reversed
TXN100420|2025-04-22|ACCT15455|Michael Brown|D|Walmart|Fuel|347.71|USD|12582.25|Zelle|Reversed
TXN100421|2025-08-03|ACCT67537|David Wilson|D|Walmart|Fuel|889.53|USD|2687.07|Debit Card|Pending
TXN100422|2025-11-17|ACCT51816|Michael Brown|C|Amazon|Retail|1516.77|USD|1763.73|Debit Card|Reversed
TXN100423|2025-09-05|ACCT10274|Jessica Davis|C|Apple|Bills|936.09|USD|14655.04|ACH|Pending
TXN100424|2025-12-16|ACCT54151|Jessica Davis|C|Apple|Groceries|2696.37|USD|11620.68|ACH|Completed
TXN100425|2025-07-27|ACCT76793|Michael Brown|C|Target|Electronics|3303.32|USD|1943.47|ACH|Completed
TXN100426|2025-06-25|ACCT38849|Emily Johnson|D|Starbucks|Bills|982.36|USD|18183.62|Wire|Reversed
TXN100427|2025-03-09|ACCT42176|David Wilson|C|Costco|Fuel|989.65|USD|4886.59|Debit Card|Completed
TXN100428|2025-01-16|ACCT75371|John Smith|D|Costco|Retail|2823.97|USD|13060.21|Wire|Completed
TXN100429|2025-05-20|ACCT90849|Michael Brown|C|Target|Fuel|2079.52|USD|14274.1|Wire|Pending
TXN100430|2025-04-18|ACCT69933|Sarah Miller|D|Costco|Groceries|4355.84|USD|6394.62|Zelle|Completed
TXN100431|2025-08-03|ACCT59453|Emily Johnson|D|Costco|Groceries|3026.36|USD|10251.61|Debit Card|Failed
TXN100432|2025-06-22|ACCT83277|Emily Johnson|D|Amazon|Dining|3120.92|USD|4478.64|Wire|Completed
TXN100433|2025-05-08|ACCT97649|Michael Brown|C|Walmart|Electronics|886.02|USD|19592.8|Debit Card|Completed
TXN100434|2025-09-19|ACCT44728|David Wilson|D|Apple|Retail|644.09|USD|2017.58|Zelle|Failed
TXN100435|2025-01-07|ACCT34311|Emily Johnson|D|Shell|Retail|617.62|USD|11460.12|Zelle|Failed
TXN100436|2025-01-10|ACCT75482|Michael Brown|D|Starbucks|Electronics|1624.53|USD|2085.17|ACH|Failed
TXN100437|2025-07-15|ACCT34646|Sarah Miller|D|Apple|Dining|345.62|USD|18049.48|ACH|Completed
TXN100438|2026-02-03|ACCT11591|Michael Brown|D|Costco|Fuel|2657.42|USD|14515.99|Wire|Reversed
TXN100439|2026-01-23|ACCT31240|Sarah Miller|D|Starbucks|Groceries|2031.65|USD|1354.74|ACH|Completed
TXN100440|2025-09-01|ACCT23659|Michael Brown|C|Walmart|Dining|-481.63|USD|3106.77|Zelle|Reversed
TXN100441|2026-01-18|ACCT11907|Sarah Miller|C|Shell|Electronics|4107.62|USD|1505.55|Wire|Pending
TXN100442|2025-12-10|ACCT34537|Sarah Miller|C|Starbucks|Electronics|3876.02|USD|9246.93|ACH|Reversed
TXN100443|2025-02-04|ACCT55763|Sarah Miller|D|Starbucks|Fuel|740.37|USD|4755.81|Debit Card|Reversed
TXN100444|2025-02-21|ACCT43870|David Wilson|D|Target|Bills|2597.75|USD|11640.85|Debit Card|Failed
TXN100445|2025-01-21|ACCT93754|Michael Brown|D|Target|Groceries|1005.77|USD|1182.08|ACH|Failed
TXN100446|2025-09-25|ACCT92470|Michael Brown|C|Costco|Groceries|45.0|USD|12734.75|ACH|Pending
TXN100447|2025-03-30|ACCT78300|Michael Brown|C|Costco|Bills|-484.41|USD|3702.23|Zelle|Reversed
TXN100448|2025-10-17|ACCT95807|John Smith|C|Starbucks|Dining|1811.96|USD|8268.49|Credit Card|Pending
TXN100449|2025-12-25|ACCT16173|Emily Johnson|C|Costco|Groceries|3753.54|USD|9773.49|Debit Card|Completed
TXN100450|2025-03-04|ACCT10711|Michael Brown|D|Target|Groceries|1286.63|USD|4029.97|Credit Card|Pending
TXN100451|2025-02-25|ACCT73916|Sarah Miller|D|Shell|Electronics|2798.81|USD|11524.51|ACH|Pending
TXN100452|2025-03-12|ACCT46538|Emily Johnson|C|Target|Retail|-19.41|USD|7483.81|Debit Card|Reversed
TXN100453|2025-09-20|ACCT26501|John Smith|C|Starbucks|Groceries|4649.81|USD|13320.93|Credit Card|Completed
TXN100454|2025-10-09|ACCT42963|Emily Johnson|D|Amazon|Retail|3972.9|USD|5105.13|Wire|Completed
TXN100455|2025-05-18|ACCT13630|Michael Brown|D|Costco|Dining|-495.93|USD|16065.92|ACH|Pending
TXN100456|2026-01-21|ACCT55277|Sarah Miller|D|Amazon|Bills|610.33|USD|7279.38|Zelle|Pending
TXN100457|2025-03-25|ACCT86994|Emily Johnson|C|Apple|Bills|201.9|USD|11996.05|Credit Card|Completed
TXN100458|2025-03-30|ACCT10383|Emily Johnson|D|Costco|Dining|1886.24|USD|3042.08|ACH|Pending
TXN100459|2025-07-29|ACCT18837|Sarah Miller|C|Starbucks|Dining|2386.05|USD|15585.07|ACH|Failed
TXN100460|2025-07-24|ACCT43061|David Wilson|D|Amazon|Bills|2900.63|USD|18874.46|Credit Card|Completed
TXN100461|2025-11-28|ACCT34638|Jessica Davis|C|Walmart|Bills|103.42|USD|18291.94|Debit Card|Reversed
TXN100462|2025-07-22|ACCT94374|Michael Brown|C|Amazon|Electronics|1240.84|USD|12633.83|Wire|Completed
TXN100463|2025-11-08|ACCT49229|Sarah Miller|D|Target|Fuel|499.56|USD|13413.22|Wire|Reversed
